TYPOS,TYPOGRAPHY,GRAMMAR,REDUNDANCY,essay_id,c1,essay_as_single_utf8_string,prompt,total_error_count,word_count,sentence_count,PUNCTUATION,SHORTEN_IT,COMPOUNDING,MISSPELLING,CASING,STYLE,SYNTAX,REPETITIONS,MULTITOKEN_SPELLING,CONFUSED_WORDS,CLARITY,FORMAL,WIKIPEDIA,OBJECTIVE,CONTRACTIONS,MISC,ACADEMIC
0,2,1,0,12,120,"Todos sabemos , o quanto nosso país é visado diariamente por seus mais diversos aspectos naturais, principalmente no que representa floresta amazônica. Acredita-se que muitos empresários de outros países sempre cobiçam pela flora e fauna, dessa forma se tem o resultado indesejado de queimadas para abrir terrenos e pastos, dentre outros problemas. É de fundamental importância, a estrutura em que esse território amazônico nos oferece, para então valorizar aspectos e demais funções que mostram o valor que nosso país agrega, visto que a floresta amazônica é uma importante parte natural. Podemos mencionar, por exemplo, aves muito raras como o tucano e a arara, que tem sua obtenção por causas desse ambiente, nesse aspecto, revela que também existem plantas que podem ser usadas na medicina e indústria farmacêutica e que são difíceis de encontrar em outros lugares do mundo. Além disso, aspectos climáticos serão cada vez mais alterados graças ao fator destruição, o que vai ocasionar problemas, não apenas no amazonas , como em outros estados brasileiros e países vizinhos. Como se não bastasse, áreas em que o solo é adequado para espécies raras são devastados para a criação de pastos para gados e terrenos de moradias campais, onde não vai apenas colocar em risco animais raros, como também plantas raras, que tem sua importância para a manutenção de nosso ecossistema. Levando-se em consideração esses aspectos mencionados anteriormente, e outros fatos além, somos levados a acreditar que não é apenas certas espécies que existem apenas no Brasil que estão desaparecendo, como também plantas e solos naturais devastados, dentre outros fatores que o desmatamento e as queimadas vão prejudicando. Sendo assim, o governo precisa tomar a iniciativa de combate contra essa destruição de um ecossistema tão importante como a Amazônia, aplicando de uma forma rígida controle de extrações e punições rígidas e claras queles que não obedecem a destruição desenfreada para que esse bem natural se preserve ainda por muito tempo.",58,5,317,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,1,0,0,13,160,"Propaganda eleitoral, show de hipocrisia, gatunos, palavras essas que viraram sinônimos entre a população, fazendo a ela perder a esperança sobre a política. Como consequência disso, em ano de eleição, muito se discute a respeito do horário eleitoral em redes de televisão aberta, pois ele é uma forma da população conhecer as propostas de seu candidato. Todavia, deveria criar um canal aberto destinado a esse assunto e a população a ter esperança em questões políticas. O horário político atualmente desagrada milhares de brasileiros, pois ele atinge todos os canais de televisão aberta, sem ter chance do individuo escolher o que assistir. Além disso, o dinheiro destinado à propaganda política vem dos cofres públicos, tendo como objetivo beneficiar todos os candidatos na questão do tempo, no entanto, ocorre o oposto, partidos ‘’pequenos’’, como o antigo PRONA (Partido de Reedificação da Ordem Nacional), presidido pelo deputado federal Enéas Ferreira Carneiro, possuía um tempo menor de propaganda eleitoral. Em contrapartida , não tinha chance de vencer os seus adversários. A questão do dinheiro sempre esteve presente na política brasileira, na época da República Velha, os coronéis eram praticamente candidatos vitalícios, burlavam os resultados políticos, fazendo ganhar a eleição quem eles queriam. Atualmente, a população brasileira vê os políticos como uma quadrilha de negligentes que surrupia o dinheiro destinado à saúde e educação, fato esse que perdura na história do Brasil desde o período da República. Este fator aniquila a política brasileira, onde os brasileiros votam, só por votar. Não levando ela a sério, fato esse, ocorreu na última eleição, onde o palhaço Tiririca foi eleito o deputado federal mais votado de todos os tempos. Em virtude dos aspectos observados, devia-se criar um canal aberto destinado a questões políticas, com debates entre os políticos que, em época de eleição, apresentassem propagandas eleitorais, onde os políticos eleitos, discutissem com a população as melhorias que deveriam ser feitas em sua cidade, sobre o que precisa ser melhorado, entre outros. Consequentemente, o indivíduo decidirá se quer ou não assistir à propaganda eleitoral, pois, afinal de conta, estamos em um país democrático. A população deveria levar mais a sério a política, pois todos dependem dela, e votar consciente.",121,2,359,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,0,14,160,"O parto humanizado consiste em um conjunto de procedimentos que objetiva destacar a mulher e o bebê sob um olhar acolhedor e gentil dentro do processo de parir. Ressalta que tal procedimento é benéfico para as gestantes, visto que, proporciona as mesmas o respeito e a dignidade em um momento tão delicado. É dever do Estado garantir que tal direito seja cumprido. Inicialmente, vale destacar que a Constitução federal de 1988, documento jurídico mais importante do país, versa que todo cidadão tem direito ao respeito. Todavia, tal premissa não se ocorre devido ao atendimento desrespeitoso recebido nos hospitais públicos. Esse, geralmente praticado por enfermeiras, consiste em comentários ofensivos e grosseiros, referentes ao estado pelo qual a gestante está passando, causando constragimento, o que aumenta o desconforto físico. Assim, é necessário ressaltar a importância da humanização nesse contexto. Além disso, nota-se que a Declaração Universal dos Direitos Humanos defende que todos tem direito à dignidade. Tal norma esclarece a importância de um tratamento digno as parturientes em um período tão sensível, uma vez que, quanto mais agradável for essa experiência no parto, melhores serão o processo de recuperação pós-parto, fator que influencia de forma positiva a saúde psíquica da mãe e do filho. Portanto, faz-se necessário o acolhimento humanizado das gestantes durante o parto. Através do Ministério da Saúde, o governo deve conscientizar os profissionais da saúde, por meio de palestras - durante a formação educacional superior - a fim de proporcionar um atendimento humanizado a população no estado de gestação . Por fim, a adoção de tais medidas propiciarão a eficácia descrita na Constituição.",93,4,261,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,3,2,15,120,"No Brasil, é um desafio a conscientização da população sobre a importância da vacina. Essa temática que foi um assunto recorrente no, durante a revolta da vacina, está novamente em destaque nas mídias. No entanto, o que está em evidência atualmente é o retorno de doenças erradicadas e o retrocesso da população no interesse em se vacinar. Em princípio, cumpre destacar que o ressurgimento de doenças mostra que é necessário um posicionamento diferente diante desse fator. Isso porque, de acordo com o líder africano Nelson Mandela, ""quando se tem um problema, há que enfrenta-lo e não disfarça-lo"". Nesse sentido, o agravante é a falta desse ímpeto de falar para os outros sobre os impactos causados pela não vacinação. Em seguida, cabe analisar que houve um regresso na maneira como a população reage às campanhas. Segundo Drauzio Varella ""é humilhante a sensação de que a vida se esvai em consequência de um descaso pessoal"". Nota-se, que são humilhantes alguns acontecimentos como a propagação de campanhas antivacinação que mostram a falta de consciência da sociedade. Em suma, a importância das vacinas deve ser vista de forma especial. Dessarte, cabe ao legislativo a criação de lei complementar que reafirme o dever do cidadão em aderir a cultura de se vacinar regularmente, estando sujeito a multa se não o fizer. Pois essa resistência afeta a todos e não somente a ele.",54,8,227,12,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,0,0,16,120,"Segundo Platão a qualidade de vida do ser humano tem tamanha importância que ultrapassa a própria existência. Hodiernamente , no Brasil, essa não é uma realidade para os brasileiros que buscam ultrapassar s barreiras as quais os separam do direito a uma alimentação sem o uso exacerbado dos produtos químicos. Nesse contexto, não há dúvida que a diminuição de defensivos agrícolas é um desafio no Brasil, o qual ocorre, infelizmente, devido não só a negligência governamental, mas também a postura indolente da sociedade. A constituição cidadã de 1988 garante a saúde de qualidade como direito de todos e dever do estado tendo o compromisso de prover o acesso igualitário e universal às ações e aos serviços para sua formação e proteção, todavia, o poder executivo não efetiva esse direito. O uso abusivo dos produtos químicos e nocivos é a falta de capacitação dos trabalhadores que infelizmente, faz com que esse direito continue apenas no papel. Outrossim, essa persistência acaba gerando consequências, como por exemplo, doenças crônicas, como câncer e a infertilidade. Vale ressaltar também que afeta todo o solo, prejudicando o desenvolvimento das plantas, o que impede que a realidade descrita por Platão seja realizada na prática. Portanto, indubitavelmente, medidas são necessárias para resolver esse problema. Cabe ao executivo federal, por meio do Ministério da Agricultura, impulsionar debates que orientam o uso correto dos agrotóxicos com o intuito de impedir que o mesmo contamine os lençois freáticos e, consequentemente a vida dos seres vivos, desse modo, a realidade descrita por Platão seria gradativamente realizada na prática.",69,3,255,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3,1,0,17,160,"Em 1948, a Declaração Universal de Direitos Humanos (DUDH) reconheceu a saúde como um direito inalienável de toda e qualquer pessoa e como um valor social a ser perseguido por todos. Trazendo para a atualidade, percebe-se que a ciência exerce papel fundamental na garantia desse direito, já que é por meio desta área que várias descobertas são realizadas tanto como forma de prevenção quanto ao combate de diversas doenças , como a atual pandemia mundial, vírus Covid - 19. O Brasil passa por um momento de crise econômica, sobretudo na produção científica, devido ao contingenciamento adotado pelo governo federal atual. Primeiramente, destaca-se a importância do isolamento social, como precaução, não somente no país de origem, mas também entre as nações, já que através da quarentena é possível restringir de maneira eficiente a contaminação entre a população. Sem a implantação dessa medida, percebe-se que o contágio tende a ser em maior proporção e com isso haverá dificuldade em administrar a situação, visto que o número de leitos nos hospitais não comportarão esse contingente. O país, acertadamente, conseguiu controlar a última pandemia, influenza A H1N1, entre os anos 2009 a 2010, adotando medidas preventivas, através de estudos realizados a partir do ano de 2006. Diante disso, não houve muitos problemas em controlar a doença, pois já tinha tomado as ações necessárias ao combate do vírus. Ademais, na contramão de uma solução atual , apesar de o Brasil ter diminuído os recursos na produção científica, cientistas locais estão interligados com outros no restante do planeta, com o objetivo comum de descobrir uma vacina para a cura do coronavírus. Pesquisadores da Universidade de São Paulo (USP), em parceria com a Universidade de Oxford, conseguiram sequenciar o genoma do vírus em 48 horas , essa descoberta foi fundamental para entender como se dá a mutação do vírus e como uma vacina pode ser criada para evitar ainda mais o contágio comunitário. Em face dos aspectos apresentados, conclui-se que faz-se necessário ações políticas no sentido de fortalecimento da rede científica. Segundo a professora e pesquisadora da Fio Cruz, Deisy Ventura, “Um país Soberano precisa ter instituições de pesquisa fortes e valorizadas”. Portanto, cabe ao Estado, por meio dos Ministérios da Economia e da Saúde, os investimentos essenciais na área científica, aumento de profissionais e valorização desses. Além disso, é indispensável o alinhamento entre os Estados e Municípios, a fim de combater o Covid – 19 e possa ser garantindo saúde a todos, conforme reconhecida pela DUDH como um direito inaliável e valor social.",50,9,412,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,4,1,1,18,160,"No ano de 2009 houve a pandemia do H1N1, também chamado de Gripe Suína, que provocou 18 mil mortes no mundo todo, atingindo pessoas de todas as faixas etárias e em ótimas condições de saúde. Porém, com a criação de vacinas e medicamentos, esse quadro minimizou-se, sendo um grande avanço contra o H1N1. Em paralelo à situação atual, com a pandemia de coronavírus, a ciência continua desenvolvendo uma importante função no combate à doenças, com estudos e pesquisas, mostrando a extrema importância desse setor na sociedade e como investimentos e recursos ajudam na luta contra pandemias . Em meio à pandemia de COVID-19, os pesquisadores em universidades denotam um papel relevante, como por exemplo os do Instituto Lutz da Universidade de São Paulo em parceria com a Universidade de Oxford, que sequenciaram o genoma do vírus em 48 horas, trazendo mais informações a respeito da doença e mostrando como educação e ciência estão atrelados na elaboração e a apresentação de dados científicos. A ciência está diretamente ligada ao desenvolvimento de uma nação, pois quanto maior o número de pesquisas e estudos , mais há produção de conhecimento , o que favorece todos os setores da sociedade, visto que o saber ocasiona em mais educação, e logo, mais condições para o desenvolvimento de fármacos, o que gera mais qualidade de vida para a população. Na pandemia de H1N1, as vacinas e medicamentos foram pertinentes contra a doença, assim como são agora. Portanto, o Governo Federal deve trabalhar para que haja a desburocratização mais rápida na liberação e testes desses remédios, com a implantação de medidas emergenciais . Ademais, deve também fazer investimentos nas áreas de pesquisa científica, com mais recursos e equipamentos que facilitarão os estudos. E, por fim, deve oferecer bolsas de iniciação científica, para que a ciência possa continuar progredindo com novos talentos.",50,13,300,9,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,4,2,0,19,120,"A partir de conceitos que estabelecem as causas do analfabetismo funcional no país, três conceitos são mais vistos, o primeiro é como acontecem a alfabetização nas escolas hoje em dia; o segundo seria como está a educação do aluno em sala de aula e por fim o que pode ser feito para sua melhoria em determinado assunto. Todos sabemos que a alfabetização de qualidade é fundamental para os primeiros anos de escola para a sociedade contemporânea , porem certos meios tem bloqueado para uma educação eficiente, como o grande índice de evasão escolar, distribuição de renda ainda irregular no país e uma carência de orientação para os pais em casa com relação aos seus filhos na escola, o que influi bem no seu comportamento em sala de aula. O aluno em si se vê em conflitos de orientação, pois por muitas vezes não entende a importância dos primeiros anos desde o primário ao ensino fundamental, que cada assunto e conteúdo abordado é a base fundamental para seu desenvolvimento no ensino médio que também ira encaminha-lo para um futuro mercado de trabalho, pois em diversas situações, o estudante encontra-se desmotivado e sem amadurecimento para entender a importância da situação que tem em volta de si . O aluno então entende a escola como mais uma brincadeira e não com o devido respeito que merece, visto que o problema começa em sua própria casa por não ter uma orientação mais madura e postura firme de seus pais ou responsáveis. Por tratar de fatores como vistos anteriormente se tornam uma das principais causas do analfabetismo funcional , pois é algo que já vem a longo prazo inserido de uma influencia escolar negativa onde o estudante não vai dar o devido valor nos assuntos abordados na escola e consequentemente vai também desmotivar o próprio profissional de ensino, pois o mesmo se vê perdendo seu tempo quando prepara sua matéria. É preciso investir em uma politica educacional mais inteligente , onde reuniões com os pais dos alunos paras orientação de comportamento em casa, pois ressalta a importância do mesmo dentro na instituição e a longo prazo colabora com um pais que terá menos analfabetismo funcional até pelo gosto da leitura e de como a matemática pode manter a mente mais ativa e melhora de bons reflexos psicológicos.",51,8,378,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
4,1,0,0,20,160,"Ao presenciar tamanha incapacidade dos países diante de tantos atos terroristas no mundo, reforça-se a necessidade de endurecer o acesso às armas de fogo no Brasil e, ao mesmo tempo, fortalecer o sistema de segurança vigente. Se os países desenvolvidos - mais bem estruturados e preparados - não têm conseguido lidar com o controle de armas em seus territórios, aqui ficaria ainda mais difícil tal gerenciamento, porquanto o Brasil possui diversos problemas para resolver e esse seria mais um empecílio para seu desenvolvimento. Assim, a nação não precisa rever o Estatuto do Desarmamento, como alguns o querem, a necessidade é de que se melhorem as táticas e organizações do sistema de segurança, uma vez que a população se sente insegura e acaba por escolher opções ruins, como a justiça com as próprias mãos. Ademias , presencia-se, através dos meios de comunicação, a falta de paciência dos cidadãos mediante ao caos que a sociedade brasileira vive, demosntrando que ela não está preparada para se armar, pois são brigas de trânsitos, discusões por filas, inimizades entre vizinhos, agressões grátis por meras palavras desagradáveis etc. Ainda, tem-se a possibilidade de tais armas, transitando dentro da legalidade, serem desviadas para outras finalidades como roubos, tráfico de drogas e homicídios, porque o cidadão não estará livre de assaltos e nem todos terão boas intensões ao adquirir uma licença pelos meios lícitos. Por outo lado, o país deve investir em políticas de paz, melhorando o bem estar da comunidade e punindo com rigor e eficiência os que atrapalham o bom andamento da vida em sociedade. As políticas de segunrança devem ser reavaliadas e melhoradas, fazendo com que os cidadãos possam sentir-se seguros e tranquilos. Nesse sentido, a educação deve vir como prioridade e como forma de prevenção de iminentes criminosos, demonstrando os caminhos justos, legais e humanos desde os primeiros anos de vida, a fim de que no futuro tudo possa ocorrer conforme o planejado. Com isso, conclui-se que o país precisa sim melhorar sua segurança, e não possibilitar o aumento de armas em posse dos cidadãos.",84,7,338,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9,2,3,21,160,"Em pleno século XXI, ainda existem casos de gravidez entre jovens de 10 a 19 anos (Organização Mundial de Saúde) , sendo caracterizadas como problema de saúde pública em razão do risco de vida da mãe e do bebê. Vale salientar que as causas para que ocorra nessa faixa etária é o mito de que não tem como engravidar na primeira relação sexual , além das adolescentes cederem à pressão do parceiro quanto a não utilização de preservativos. Em princípio, os jovens não fazem controle de natalidade por acreditarem na possibilidade de gravidez na primeira relação sexual como o exemplo do Filme Juno, o qual aborda o relacionamento da mesma, com 16 anos, com seu melhor amigo após apenas um coito . Por outro lado, as meninas que se previnem com anticoncepcionais, não os utilizam corretamente . Além disso, as adolescentes cedem à pressão do parceiro quanto a não utilização de preservativo, levando-as a contrair doenças sexualmente transmissíveis . Ente comportamento é explicado pelo público, que não presenciou a epidemia de AIDS ocorrida na década de 1980, e por isso desacreditam na seriedade do problema ou que pode ser curada. A posteriori, na gravidez precoce apresenta como protagonistas adolescentes, que muitas vezes, são responsabilizadas pelos parceiros, com a justificativa que apenas ela poderia ter evitado a gestação . Como consequência, esta é abandonada pelo parceiro, cabendo a ela toda a responsabilidade sobre o filho . No entanto, apesar de pessoas afirmarem que ter um bebê é a melhor coisa que poderia acontecer, normalmente faz com que elas abandonem a escola, dificultando futuramente sua entrada no mercado de trabalho. Além disso, adolescentes tornam-se financeiramente dependentes de seus familiares, podendo ser vítimas de abuso e violência . Por outro lado, cabe ao pai apenas o pagamento de pensão. Nesse sentido, a gravidez precoce é consequência da imaturidade dos jovens, podendo leva-los a optarem pelo aborto ou adoção, como ocorrido com Juno . Portanto, a escola poderia abordar o tema com os estudantes por meio de dinâmicas e questionamentos com profissionais de saúde, com a finalidade de informa-los sobre o uso correto dos métodos contraceptivos, de forma a prevenir uma gravidez indesejada.",52,17,350,13,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
